OBJECTID,Site name,Number of spills,Spill duration (hours per year),Percent of reporting operational,Company name,DSI_TYPE_DESCRIPTION,ADD_OF_DISCHARGE_SITE_LINE_1,DISTRICT_COUNCIL,CATC_NAME,PERMIT_NUMBER,RECEIVING_WATER,REC_ENV_CODE_DESCRIPTION,Outlet type,Grid reference,Effluent type,Year of Data,Disputed,Disputed data detail,x,y
74,FISHTOFT STW,53,374,99.96%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),WYTHES LANE,BOSTON,WEST FEN/EAST FEN CATCHWA,ANNNF1069,HOBHOLE DRAIN,Freshwater river,S,TF3667044500,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,536455,344379
75,FORNHAM ALL SAINTS STW,52,1202,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),,ST EDMUNDSBURY,,ASNNF2529,Trib R Lark,,S,TL8425067750,MISCELLANEOUS DISCHARGES - EMERGENCY DISCHARGES,2019,,,584250,267750
76,GODMANCHESTER-WHITE HART TPS,1,2,100.00%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),GODMANCHESTER,HUNTINGDONSHIRE,MID R.OUSE (ST.IVES),AW1NF2281,Trib River Great Ouse,Freshwater river,S,TL2507070850,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,525070,270850
77,GREAT BILLING STW,125,1725,84.66%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),CROW LANE,WELLINGBOROUGH,UPPER R.NENE (NORTHAMPTON,AWNNF13052,RIVER NENE VIA ECTON BROOK,Freshwater river,S,SP8319061880,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,481519,261755
78,GREAT CHESTERFORD STW,0,0,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),MILL LANE,UTTLESFORD,UPPER R.CAM (CHESTERFORD),AWCNF11340,River Cam,Freshwater river,S,TL4982043970,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,549973,243992
79,GRIMSBY-FISH DOCKS SP,34,26,99.88%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),HUMBER BRIDGE ROAD,N.E. LINCOLNSHIRE UA,R.FRESHNEY (GRIMSBY),ANNTS13404,River Humber,Estuary/Tidal River,S,TA2892011160,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,528680,410730
80,GT BADDOW-WOOD DALE SP,0,0,100.00%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),GREAT BADDOW,CHELMSFORD,LOWER R.CHELMER (BOREHAM),ASENF2734,Trib R Chelmer,Freshwater river,S,TL7240004700,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,572400,204700
81,GT BENTLEY-THORRINGTON RD SP,25,109,100.00%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),THORRINGTON ROAD,TENDRING,,ASENF10407,Bentley Brook,Freshwater river,S,TM1036021720,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,610360,221720
82,GT BRAXTED-COUNCIL HOUSE SP,1,2,100.00%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),TIPTREE ROAD,MALDON,R.PANT / R.BLACKWATER  BR,ASENF2237,Trib River Blackwater,Freshwater river,S,TL8640014500,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,586400,214500
83,GT BRINGTON SP,39,175,100.00%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),HAMILTON LANE,DAVENTRY,BRAMPTON BRANCH (BRIXWORT,AW5NF5255,TRIBUTARY OF THE RIVER NENE,Freshwater river,S,SP6678964791,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,466789,264791
84,GT WALDINGFIELD-FOLLEY RD SP,5,24,100.00%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),FOLLY ROAD,BABERGH,R.BOX (POLSTEAD),ASENF2370,Ditch Trib R Box,Freshwater river,S,TL9060043600,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,590610,243531
85,HALESWORTH STW,15,72,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),BLYTH ROAD INDUSTRIAL ESTATE,WAVENEY,R.BLYTH / R.WANG (SOUTHWO,ASENF1286,River Blyth NT,Freshwater river,S,TM3925076620,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,639121,276745
86,HARLAXTON STW,120,2651,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),HARLAXTON MANOR,S. KESTEVEN,UPPER R.WITHAM/FOSTON BK,ANNNF1093,TRIB OF GRANTHAM CANAL,Freshwater river,S,SK8915033130,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,489150,333130
87,HARPOLE-WEEDON RD  SSO,63,963,100.00%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),WEEDON ROAD,S. NORTHAMPTONSHIRE,,AW5NF1878,Trib River Nene,,S,SP6949060170,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,469490,260170
88,HARWICH AND DOVERCOURT STW,3,10,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),THE BY PASS,TENDRING,,ASETS12050,tidal River Stour,Estuary/Tidal River,S,TM2255032680,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,621979,231470
89,HARWICH AND DOVERCOURT STW,8,4,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),THE BY PASS,TENDRING,,ASETS12050,tidal River Stour,Estuary/Tidal River,S,TM2255032680,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,621979,231470
90,HASLINGFIELD-CSO,88,1009,99.65%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),CANTELUPE ROAD,S. CAMBRIDGESHIRE,R.RHEE / R.MEL / R.SHEP,ASCNF1094,River Rhee  NT,Freshwater river,S,TL4246753207,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,541776,253410
91,HATFIELD PEVEREL-CRABBS HL SM,2,2,88.24%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),OFF CRAB HILL,BRAINTREE,,ASENF12034,River Ter,Freshwater river,S,TL7849010750,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,578490,210750
92,HAVERHILL STW,2,22,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),CHALKSTONE WAY,ST EDMUNDSBURY,UPPER R.STOUR / STOUR BRK,AW2NF342,Stour Brook River Stour  NT,Freshwater river,S,TL6807044820,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,568156,244851
93,HIGHAM FERRERS-NORTHAMPTON RD,9,2,99.99%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),NORTHAMPTON ROAD,E. NORTHAMPTONSHIRE,MID R.NENE (OUNDLE),AWNNF13857,UNNAMED TRIB. OF R NENE,Freshwater river,S,SP9508068340,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,495370,268110
94,HITCHIN-BANCROFT REC  SSO,0,0,100.00%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),BANCROFT RECREATION GROUND,N. HERTFORDSHIRE,R.HIZ (HITCHIN),AW1NF1886,River Hiz,Freshwater river,S,TL1871029560,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,518710,229560
95,HITCHIN STW,52,936,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),BURY MEAD ROAD,N. HERTFORDSHIRE,R.HIZ (HITCHIN),AW1NF2464,RIVER HIZ,Freshwater river,S,TL1860031300,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,518929,230404
96,HITCHIN STW,25,42,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),BURY MEAD ROAD,N. HERTFORDSHIRE,R.HIZ (HITCHIN),AW1NF2464,RIVER HIZ,Freshwater river,S,TL1860031300,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,518929,230404
97,HOLBEACH STW,61,797,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),TOLLS LANE,S. HOLLAND,LOW R.WELLAND (SPALDING),AW5NF378A,HOLBEACH RIVER,Freshwater river,S,TF3578026010,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,535675,325850
98,HOLT-MAIN ROAD STW,8,88,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),OFF HOLTROAD,N. NORFOLK,R.GLAVEN (HOLT),AW4NF118AW,TRIB OF RIVER GLAVEN NT,Freshwater river,S,TG0683038860,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,606924,338739
99,HORHAM TPS,3,12,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),WORLINGWORTH ROAD,MID SUFFOLK,,ASENF12060,tributary River Waveney,Freshwater river,S,TM2134072310,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,621340,272310
100,HORNCASTLE-BANOVALLUM OV,27,362,80.21%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),WEST STREET,E. LINDSEY,R.BAIN (HORNCASTLE),ANNNF2770,OLD RIVER BAIN,Freshwater river,S,TF2565069570,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,525660,369580
101,HORNCASTLE-SPORTS GROUND SSO,52,817,99.88%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),OFF THE WONG,E. LINDSEY,R.BAIN (HORNCASTLE),ANNNF1760,OLD RIVER BAIN,Freshwater river,S,TF2559069220,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,525590,369220
102,HORNCASTLE-THORNTON LA TPS,26,338,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),OFF BOSTON ROAD,E. LINDSEY,R.BAIN (HORNCASTLE),AW3NF863,OLD RIVER BAIN,Freshwater river,S,TF2606068120,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,526070,368130
103,HORNING-KNACKERS WOOD STW,122,2639,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),KNACKERS WOOD,N. NORFOLK,R.ANT (HORNING),AW4NF521,DYKE TRIBUTARY RIVER ANT,Freshwater river,S,TG3621018080,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,636210,318080
104,HULLBRIDGE-FERRY RD 2 PS,0,0,99.93%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),HIGH ELMS ROAD,ROCHFORD,R.CROUCH / CROUCH EST.,AW2NFE15768,Trib River Crouch,Freshwater river,S,TQ8080094100,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,580800,194100
105,HULLBRIDGE-FERRY RD SP,7,21,100.00%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),FERRY RD,ROCHFORD,R.CROUCH / CROUCH EST.,AW2TS670,TIDAL RIVER CROUCH,Estuary/Tidal River,S,TQ8091095510,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,580610,194154
106,HULLBRIDGE-WHITE POST CRNR TPS,6,60,100.00%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),WATERY LANE,ROCHFORD,,AW2NFE18369,TRIB OF THE RIVER CROUCH,Freshwater river,S,TQ8060094140,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,580600,194100
107,HUMBERSTONE-HUMBERSTONE RD SSO,85,1367,80.06%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),HUMBERSTON ROAD,N.E. LINCOLNSHIRE UA,R.FRESHNEY (GRIMSBY),ANNNF2313,Little Buck Beck Buck Beck,Freshwater river,S,TA3059006040,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,530590,406040
108,HUNTINGDON (GODMANCHESTER) STW,73,1692,98.58%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),COW LANE,HUNTINGDONSHIRE,MID R.OUSE (ST.IVES),AWCNF1106,Bedford Ouse  NT,Freshwater river,S,TL2652072290,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,526113,271008
109,IMMINGHAM SEA OUTFALL,84,476,99.91%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),,N.E. LINCOLNSHIRE UA,SKITTER BECK (IMMINGHAM),AW3TSF619,River Humber  T The Sea,,S,TA2080014900,SEWAGE DISCHARGES - UNSPECIFIED - WATER COMPANY,2019,,,520800,414900
110,INGOLDISTHORPE-SANDY LANE TPS,3,6,100.00%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),INGOLDISTHORPE,KING'S LYN & W. NORF,R.INGOL (DERSINGHAM),AECNF11043,trib Boathouse Creek,,S,TF6816032060,MISCELLANEOUS DISCHARGES - EMERGENCY DISCHARGES,2019,,,568160,332060
111,INGOLDISTHORPE STW,300,295,98.59%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),SHERNBORNE ROAD,KING'S LYN & W. NORF,R.INGOL (DERSINGHAM),AECNF1108,River Ingol,Freshwater river,S,TF6989032680,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,569882,332645
112,INGOLDMELLS STW,13,9,99.99%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),WALLS LANE,E. LINDSEY,ANDERBY MAIN/WILLOUGHBY H,AW3NF488,ingoldmells Main Drain,,S,TF5582067670,MISCELLANEOUS DISCHARGES - EMERGENCY DISCHARGES,2019,,,555820,367670
113,IPSWICH-CLIFF QUAY RAEBURN ST,76,521,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),RAEBURN ROAD,IPSWICH,DEBEN ESTUARY / ORWELL ES,AEETS12128,tidal River Orwell,Estuary/Tidal River,S,TM1714041440,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,617467,241967
114,IPSWICH-WHERSTEAD RD SP,126,222,99.98%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),WHERSTEAD ROAD,IPSWICH,,AW4TS1431,River Orwell T,Estuary/Tidal River,S,TM1635042420,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,616180,242485
115,IPSWICH-YARMOUTH RD BF,33,21,96.48%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),IPSWICH,IPSWICH,DEBEN ESTUARY / ORWELL ES,ASETS12157,RIVER ORWELL,Estuary/Tidal River,S,TM1499044710,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,614990,244710
116,IRTHLINGBOROUGH-CROUCH RD SSO,19,8,99.99%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),CROUCH ROAD,E. NORTHAMPTONSHIRE,,EPRNB3691NS,TRIB OF THE RIVER NENE,Freshwater river,S,SP9464070280,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,494640,270280
117,IRTHLINGBOROUGH SP,1,1,100.00%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),STATION ROAD,E. NORTHAMPTONSHIRE,MID R.NENE (OUNDLE),AWNNF2404,RIVER NENE,Freshwater river,S,SP9601071450,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,495500,270800
118,ISLIP STW,78,1346,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),RIDGE ROAD,E. NORTHAMPTONSHIRE,MID R.NENE (OUNDLE),AW5NF557A,RIVER NENE,Freshwater river,S,SP9938079580,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,498953,279657
119,JAYWICK NEW STW,121,346,99.80%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),OFF JAYWICK LANE,TENDRING,CATCH. 37 UNKNOWN DETAIL,AEECS12400,North Sea,Sea,S,TM1374012190,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,614065,214272
120,KEMPSTON-VILLAGE HALL PS,0,0,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),CHURCH END,BEDFORD,UPPER R.OUSE NEWPORT-BEDF,AW1NF1320,River Great Ouse,Freshwater river,S,TL0160047900,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,501600,247900
121,KESSINGLAND-MARSH LN STW,29,280,99.96%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),MARSH LANE,WAVENEY,KESSINGLAND HUNDRED R.,AW4NF358X,Kessingland Hundred River,Freshwater river,S,TM5320085700,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,653253,285665
122,KINGS LYNN-EXTONS PLACE SP,0,0,99.99%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),KINGS LYNN,KING'S LYN & W. NORF,,AECNF1851,,,S,TF6310019600,MISCELLANEOUS DISCHARGES - EMERGENCY DISCHARGES,2019,,,563100,319600
123,KINGS LYNN FERRY STREET OV,6,4,63.03%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),FERRY STREET,KING'S LYN & W. NORF,LOWER R.OUSE AT KING'S LY,AECTS1645,,,S,TF6148020470,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,561540,320280
124,KINGS LYNN-FRIARS OV,0,0,30.69%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),THE FRIARS,KING'S LYN & W. NORF,MIDDLETON STOP DRN (GAYTO,AW1NF914,Tidal River Nar,Freshwater river,S,TF6209019150,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,562090,319150
125,KINGS LYNN-GAYWOOD OUTFALL 2 OV,37,206,100.00%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),CROSSBANK ROAD,KING'S LYN & W. NORF,,AECTS11057,Tidal River Great Ouse,Estuary/Tidal River,S,TF6097021620,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,560970,321620
126,KINGS LYNN GAYWOOD ROAD OV,3,2,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),ESTUARY ROAD,KING'S LYN & W. NORF,CATCH. 33 UNKNOWN DETAIL,AECTS11056,THE TIDAL RIVER GREAT OUSE,Estuary/Tidal River,S,TF6100021570,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,561000,321570
127,KINGS LYNN-HIGHGATE OV,6,42,99.99%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),HIGHGATE,KING'S LYN & W. NORF,GAYWOOD R. (GRIMSTON),AECNF11032,Gaywood River,,S,TF6241020210,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,562410,320210
128,KINGS LYNN-MILLFLEET SO1 OV,56,70,97.02%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),MILLFLEET,KING'S LYN & W. NORF,GAYWOOD R. (GRIMSTON),AW1NF1040,Culverted section of Gaywood R,Freshwater river,S,TF6208019710,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,562080,319710
129,KINGS LYNN-MILLFLEET SO2 OV,89,200,98.99%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),CHURCH STREET/NELSON STREET,KING'S LYN & W. NORF,GAYWOOD R. (GRIMSTON),AW1NF1041,Culverted section of Gaywood R,Freshwater river,S,TF6185019680,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,561850,319680
130,KINGS LYNN-MILLFLEET SO3 OV,0,0,63.11%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),STONEGATE STREET/TOWER PLACE,KING'S LYN & W. NORF,GAYWOOD R. (GRIMSTON),AW1NF1042,Culverted section of Gaywood R,Freshwater river,S,TF6197019700,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,561970,319710
131,KINGS LYNN PAGESTAIR LANE OV,2,0,99.93%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),PAGESTAIR LANE,KING'S LYN & W. NORF,,EPRNB3292AG,TIDAL RIVER GREAT OUSE,Estuary/Tidal River,S,TF6148020470,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,561660,320370
132,KINGS LYNN-SADDLEBOW RD OV,66,523,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),SADDLEBOW RD,KING'S LYN & W. NORF,RELIEF CHANNEL (DOWNHAM M,AW1NF911,Nar Valley Drain,Freshwater river,S,TF6193018440,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,561930,318440
133,KINGS LYNN STW,9,6,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),CLOCKCASE ROAD,KING'S LYN & W. NORF,,AECTS11334,Tidal River Great Ouse,Freshwater river,S,TF6054022220,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,560276,322371
134,KINGS LYNN TUESDAY MKT PL OV,2,0,100.00%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),TUESDAY MARKET PLACE,KING'S LYN & W. NORF,,EPRNB3291NA,TIDAL RIVER GREAT OUSE,Estuary/Tidal River,S,TF6148020470,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,561710,320380
135,KINGS LYNN WATER LANE OV,1,0,100.00%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),WATER LANE,KING'S LYN & W. NORF,,EPRNB3291WL,TIDAL RIVER GREAT OUSE,Estuary/Tidal River,S,TF6148020470,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,561560,320360
136,KISLINGBURY SP,14,8,100.00%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),RIVERSIDE COURT,S. NORTHAMPTONSHIRE,UPPER R.NENE (BUGBROOKE),AWNNF13462,TRIBUTARY OF RIVER NENE,Freshwater river,D,SP6979059930,MISCELLANEOUS DISCHARGES - EMERGENCY DISCHARGES,2019,,,469790,259930
137,LACEBY-CAISTOR ROAD #1 SSO,55,410,72.70%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),LACEBY,N.E. LINCOLNSHIRE UA,R.FRESHNEY (GRIMSBY),ANNNF2284,LACEBY BECK,Freshwater river,S,TA2171006470,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,521220,406280
138,LATCHINGDON STW,49,274,99.65%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),BUTTERFIELD CHASE,MALDON,BLACKWATER EST. TRIBS,AW2NFE17367,Latchington Brook Mundon Crk B,Freshwater river,S,TL8788001590,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,587819,201515
139,LAVENDON STW,85,435,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),LAVENDON ROAD,MILTON KEYNES UA,UPPER R.OUSE NEWPORT-BEDF,AW1NF1012A,Lavendon Brook River Great Ous,,S,SP9120052500,MISCELLANEOUS DISCHARGES - EMERGENCY DISCHARGES,2019,,,491200,252500
140,LEIGHTON BUZD-CHAINBRIDGE SP,1,1,100.00%,ANGLIAN WATER SERVICES LIMITED,Pumping Station on Sewerage Network (water company),STANBRIDGE ROAD,CENTRAL BEDS UA,CLIPSTONE BRK (LEIGHTON),AWCNF11872,RIVER OUZEL,Freshwater river,S,SP9248024770,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,2019,,,492480,224770
141,LEIGHTON LINSLADE STW,10,149,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),GLOBE LANE,CENTRAL BEDS UA,R.OUZEL (MILTON KEYNES),AWCNF10415,River Ouzel,Freshwater river,S,SP9157026450,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,2019,,,491295,226256
142,LEISTON-MAIN ST(1),5,2,99.87%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),HIGH STREET,SUFFOLK COASTAL,,EPRNB3694RC,LEISTON BECK,Freshwater river,S,TM4523063300,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,644390,262640
143,LEISTON-MAIN ST(2),4,1,99.98%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),VALLEY ROAD,SUFFOLK COASTAL,,EPRNB3694VV,LEISTON BECK,Freshwater river,S,TM4523063300,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,644470,262670
144,LEISTON-MAIN STREET(3),9,5,100.00%,ANGLIAN WATER SERVICES LIMITED,Storm Tank/CSO on Sewerage Network (water company),VALLEY ROAD,SUFFOLK COASTAL,,EPRNB3695AY,LEISTON BECK,Freshwater river,S,TM4523063300,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,2019,,,644550,262700
145,LEISTON-VALLEY RD STW,0,0,100.00%,ANGLIAN WATER SERVICES LIMITED,WwTW/Sewage Treatment Works (water company),OFF VALLEY ROAD,SUFFOLK COASTAL,MINSMERE R. (LEISTON),ASENF1122,Leiston Beck   NT,Freshwater river,S,TM4521063280,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2019,,,645077,263133
